143    1
1.144016,0.00031969,1.1963
1.14302003,0.000443041,1.1963
1.141843633,0.000588652,1.1963
1.140454533,0.0007606,1.1963
1.138814106,0.000963648,1.1963
1.136876384,0.00120346,1.1963
1.134587601,0.001486748,1.1963
1.131883068,0.001821488,1.1963
1.128687032,0.002217111,1.1963
1.124908555,0.002684813,1.1963
1.120440288,0.003237833,1.1963
1.115154437,0.003890813,1.1963
1.108898002,0.004656944,1.1963
1.101489152,0.005548285,1.1963
1.092709471,0.006575626,1.1963
1.08229775,0.007748124,1.1963
1.0718149,0.008877963,1.1963
1.061275113,0.009966141,1.1963
1.050677435,0.011017192,1.1963
1.040021549,0.012036191,1.1963
1.0293075,0.013027175,1.1963
1.018533476,0.013992636,1.1963
1.007700292,0.014932847,1.1963
0.996806678,0.015845857,1.1963
0.985852681,0.016727497,1.1963
0.974837212,0.017571738,1.1963
0.963760181,0.018370871,1.1963
0.952621179,0.019116285,1.1963
0.941419073,0.019798867,1.1963
0.930153274,0.020409415,1.1963
0.918823964,0.020939541,1.1963
0.90743096,0.021381902,1.1963
0.895972722,0.021730515,1.1963
0.884448206,0.021979031,1.1963
0.872858502,0.022131759,1.1963
0.861202384,0.022181353,1.1963
0.849478493,0.022130898,1.1963
0.837687146,0.021982159,1.1963
0.825827392,0.021736997,1.1963
0.81389864,0.021396681,1.1963
0.801900393,0.020960168,1.1963
0.78983206,0.020422924,1.1963
0.777693235,0.019774977,1.1963
0.765482692,0.018998645,1.1963
0.753196805,0.018066278,1.1963
0.742807932,0.017132459,1.1963
0.734038587,0.01621759,1.1963
0.72664982,0.015339486,1.1963
0.720436315,0.01451288,1.1963
0.715220504,0.013748562,1.1963
0.710850565,0.013051972,1.1963
0.707197117,0.012390334,1.1963
0.704148323,0.011707072,1.1963
0.701612339,0.010970816,1.1963
0.699506249,0.010179343,1.1963
0.697763731,0.009348613,1.1963
0.696327031,0.008501652,1.1963
0.695145376,0.007660585,1.1963
0.694179734,0.006843092,1.1963
0.693392704,0.006061412,1.1963
0.692755909,0.005322979,1.1963
0.692244731,0.004631376,1.1963
0.691837322,0.003987418,1.1963
0.691516499,0.003390198,1.1963
0.691267348,0.002837768,1.1963
0.69107645,0.002327542,1.1963
0.690933695,0.001856803,1.1963
0.690830517,0.001422646,1.1963
0.690759933,0.001022445,1.1963
0.690715552,0.000653523,1.1963
0.69069148,0.000313434,1.1963
0.690684,0,1.1963
0.69069148,-0.000313434,1.1963
0.690715552,-0.000653523,1.1963
0.690759933,-0.001022445,1.1963
0.690830517,-0.001422646,1.1963
0.690933695,-0.001856803,1.1963
0.69107645,-0.002327542,1.1963
0.691267348,-0.002837768,1.1963
0.691516499,-0.003390198,1.1963
0.691837322,-0.003987418,1.1963
0.692244731,-0.004631376,1.1963
0.692755909,-0.005322979,1.1963
0.693392704,-0.006061412,1.1963
0.694179734,-0.006843092,1.1963
0.695145376,-0.007660585,1.1963
0.696327031,-0.008501652,1.1963
0.697763731,-0.009348613,1.1963
0.699506249,-0.010179343,1.1963
0.701612339,-0.010970816,1.1963
0.704148323,-0.011707072,1.1963
0.707197117,-0.012390334,1.1963
0.710850565,-0.013051972,1.1963
0.715220504,-0.013748562,1.1963
0.720436315,-0.01451288,1.1963
0.72664982,-0.015339486,1.1963
0.734038587,-0.01621759,1.1963
0.742807932,-0.017132459,1.1963
0.753196805,-0.018066278,1.1963
0.765482692,-0.018998645,1.1963
0.777693235,-0.019774977,1.1963
0.78983206,-0.020422924,1.1963
0.801900393,-0.020960168,1.1963
0.81389864,-0.021396681,1.1963
0.825827392,-0.021736997,1.1963
0.837687146,-0.021982159,1.1963
0.849478493,-0.022130898,1.1963
0.861202384,-0.022181353,1.1963
0.872858502,-0.022131759,1.1963
0.884448206,-0.021979031,1.1963
0.895972722,-0.021730515,1.1963
0.90743096,-0.021381902,1.1963
0.918823964,-0.020939541,1.1963
0.930153274,-0.020409415,1.1963
0.941419073,-0.019798867,1.1963
0.952621179,-0.019116285,1.1963
0.963760181,-0.018370871,1.1963
0.974837212,-0.017571738,1.1963
0.985852681,-0.016727497,1.1963
0.996806678,-0.015845857,1.1963
1.007700292,-0.014932847,1.1963
1.018533476,-0.013992636,1.1963
1.0293075,-0.013027175,1.1963
1.040021549,-0.012036191,1.1963
1.050677435,-0.011017192,1.1963
1.061275113,-0.009966141,1.1963
1.0718149,-0.008877963,1.1963
1.08229775,-0.007748124,1.1963
1.092709471,-0.006575626,1.1963
1.101489152,-0.005548285,1.1963
1.108898002,-0.004656944,1.1963
1.115154437,-0.003890813,1.1963
1.120440288,-0.003237833,1.1963
1.124908555,-0.002684813,1.1963
1.128687032,-0.002217111,1.1963
1.131883068,-0.001821488,1.1963
1.134587601,-0.001486748,1.1963
1.136876384,-0.00120346,1.1963
1.138814106,-0.000963648,1.1963
1.140454533,-0.0007606,1.1963
1.141843633,-0.000588652,1.1963
1.14302003,-0.000443041,1.1963
1.144016,-0.00031969,1.1963
